filename,object,estimated_depth,true_depth
az_front_complex_artificial_close,hand_close,1.2655033,0.422,0.7252037525177002
az_front_complex_artificial_close,cup_far,1.4267123,1.212,0.7252037525177002
az_front_complex_artificial_close,clock,1.4513135,1.364,0.7252037525177002
az_front_complex_artificial_close,glass_close,1.4075125,1.12,0.7252037525177002
az_front_complex_artificial_close,plant,1.4073052,1.223,0.7252037525177002
az_front_complex_artificial_close,glass_far,1.385267,1.135,0.7252037525177002
az_front_complex_artificial_close,bottle,1.503008,1.241,0.7252037525177002
az_front_complex_artificial_close,cup_close,1.3789713,1.119,0.7252037525177002
az_front_complex_artificial_close,bowl_close,1.4307127,1.141,0.7252037525177002
az_front_complex_artificial_close,bowl_far,1.4516476,1.259,0.7252037525177002
az_front_complex_artificial_close,hand_close,1.2267518,0.422,0.14960598945617676
az_front_complex_artificial_close,cup_far,1.3068807,1.212,0.14960598945617676
az_front_complex_artificial_close,clock,1.3241613,1.364,0.14960598945617676
az_front_complex_artificial_close,glass_close,1.2668331,1.12,0.14960598945617676
az_front_complex_artificial_close,plant,1.2659327,1.223,0.14960598945617676
az_front_complex_artificial_close,glass_far,1.2696912,1.135,0.14960598945617676
az_front_complex_artificial_close,bottle,1.3784653,1.241,0.14960598945617676
az_front_complex_artificial_close,cup_close,1.2700019,1.119,0.14960598945617676
az_front_complex_artificial_close,bowl_close,1.2998346,1.141,0.14960598945617676
az_front_complex_artificial_close,bowl_far,1.3664724,1.259,0.14960598945617676
az_front_complex_artificial_close,hand_close,1.3420535,0.422,0.15736174583435059
az_front_complex_artificial_close,cup_far,1.5265449,1.212,0.15736174583435059
az_front_complex_artificial_close,clock,1.6394259,1.364,0.15736174583435059
az_front_complex_artificial_close,glass_close,1.6086229,1.12,0.15736174583435059
az_front_complex_artificial_close,plant,1.5822227,1.223,0.15736174583435059
az_front_complex_artificial_close,glass_far,1.6060674,1.135,0.15736174583435059
az_front_complex_artificial_close,bottle,1.6151738,1.241,0.15736174583435059
az_front_complex_artificial_close,cup_close,1.536692,1.119,0.15736174583435059
az_front_complex_artificial_close,bowl_close,1.4720734,1.141,0.15736174583435059
az_front_complex_artificial_close,bowl_far,1.6968925,1.259,0.15736174583435059
az_front_complex_artificial_far,bowl_far,1.7092887,1.259,0.150740385055542
az_front_complex_artificial_far,hand_far,1.5092286,1.039,0.150740385055542
az_front_complex_artificial_far,cup_far,1.5374295,1.212,0.150740385055542
az_front_complex_artificial_far,glass_far,1.5511004,1.135,0.150740385055542
az_front_complex_artificial_far,clock,1.6499915,1.364,0.150740385055542
az_front_complex_artificial_far,glass_close,1.6215723,1.12,0.150740385055542
az_front_complex_artificial_far,cup_close,1.564227,1.119,0.150740385055542
az_front_complex_artificial_far,plant,1.5331819,1.223,0.150740385055542
az_front_complex_artificial_far,bowl_close,1.5561233,1.141,0.150740385055542
az_front_complex_artificial_far,bottle,1.6081868,1.241,0.150740385055542
az_front_complex_artificial_far,bowl_far,1.5265669,1.259,0.16321992874145508
az_front_complex_artificial_far,hand_far,1.4482317,1.039,0.16321992874145508
az_front_complex_artificial_far,cup_far,1.4413285,1.212,0.16321992874145508
az_front_complex_artificial_far,glass_far,1.4868616,1.135,0.16321992874145508
az_front_complex_artificial_far,clock,1.4925052,1.364,0.16321992874145508
az_front_complex_artificial_far,glass_close,1.4790637,1.12,0.16321992874145508
az_front_complex_artificial_far,cup_close,1.3835279,1.119,0.16321992874145508
az_front_complex_artificial_far,plant,1.4241054,1.223,0.16321992874145508
az_front_complex_artificial_far,bowl_close,1.4575479,1.141,0.16321992874145508
az_front_complex_artificial_far,bottle,1.7131597,1.241,0.16321992874145508
az_front_complex_artificial_far,bowl_far,1.5024619,1.259,0.15672636032104492
az_front_complex_artificial_far,hand_far,1.4121045,1.039,0.15672636032104492
az_front_complex_artificial_far,cup_far,1.4863445,1.212,0.15672636032104492
az_front_complex_artificial_far,glass_far,1.456608,1.135,0.15672636032104492
az_front_complex_artificial_far,clock,1.4886899,1.364,0.15672636032104492
az_front_complex_artificial_far,glass_close,1.4594117,1.12,0.15672636032104492
az_front_complex_artificial_far,cup_close,1.4303635,1.119,0.15672636032104492
az_front_complex_artificial_far,plant,1.420105,1.223,0.15672636032104492
az_front_complex_artificial_far,bowl_close,1.4521487,1.141,0.15672636032104492
az_front_complex_artificial_far,bottle,1.5091687,1.241,0.15672636032104492
az_front_complex_artificial_frame,bowl_far,1.7773565,1.259,0.15350627899169922
az_front_complex_artificial_frame,cup_far,1.757116,1.212,0.15350627899169922
az_front_complex_artificial_frame,glass_close,1.7594575,1.12,0.15350627899169922
az_front_complex_artificial_frame,clock,1.8242902,1.364,0.15350627899169922
az_front_complex_artificial_frame,plant,1.869798,1.223,0.15350627899169922
