filename,object,estimated_depth,true_depth
az_front_complex_artificial_close,hand_close,1.2925621,0.422,0.6025102138519287
az_front_complex_artificial_close,cup_far,2.1317863,1.212,0.6025102138519287
az_front_complex_artificial_close,clock,3.0828838,1.364,0.6025102138519287
az_front_complex_artificial_close,glass_close,2.5117457,1.12,0.6025102138519287
az_front_complex_artificial_close,plant,2.1608958,1.223,0.6025102138519287
az_front_complex_artificial_close,glass_far,2.440648,1.135,0.6025102138519287
az_front_complex_artificial_close,bottle,2.7307036,1.241,0.6025102138519287
az_front_complex_artificial_close,cup_close,2.0958166,1.119,0.6025102138519287
az_front_complex_artificial_close,bowl_close,2.2803996,1.141,0.6025102138519287
az_front_complex_artificial_close,bowl_far,2.8391237,1.259,0.6025102138519287
az_front_complex_artificial_close,hand_close,1.2166567,0.422,0.3628969192504883
az_front_complex_artificial_close,cup_far,1.9976068,1.212,0.3628969192504883
az_front_complex_artificial_close,clock,2.7456524,1.364,0.3628969192504883
az_front_complex_artificial_close,glass_close,2.3105733,1.12,0.3628969192504883
az_front_complex_artificial_close,plant,2.0694485,1.223,0.3628969192504883
az_front_complex_artificial_close,glass_far,2.2415578,1.135,0.3628969192504883
az_front_complex_artificial_close,bottle,2.5750697,1.241,0.3628969192504883
az_front_complex_artificial_close,cup_close,1.903155,1.119,0.3628969192504883
az_front_complex_artificial_close,bowl_close,2.0760157,1.141,0.3628969192504883
az_front_complex_artificial_close,bowl_far,2.546598,1.259,0.3628969192504883
az_front_complex_artificial_close,hand_close,2.0088694,0.422,0.3568732738494873
az_front_complex_artificial_close,cup_far,2.2055447,1.212,0.3568732738494873
az_front_complex_artificial_close,clock,2.340101,1.364,0.3568732738494873
az_front_complex_artificial_close,glass_close,2.3656828,1.12,0.3568732738494873
az_front_complex_artificial_close,plant,1.9785564,1.223,0.3568732738494873
az_front_complex_artificial_close,glass_far,2.3336878,1.135,0.3568732738494873
az_front_complex_artificial_close,bottle,2.0000987,1.241,0.3568732738494873
az_front_complex_artificial_close,cup_close,2.1969368,1.119,0.3568732738494873
az_front_complex_artificial_close,bowl_close,2.2751324,1.141,0.3568732738494873
az_front_complex_artificial_close,bowl_far,2.588263,1.259,0.3568732738494873
az_front_complex_artificial_far,bowl_far,2.3106122,1.259,0.3527388572692871
az_front_complex_artificial_far,hand_far,2.218182,1.039,0.3527388572692871
az_front_complex_artificial_far,cup_far,2.0418015,1.212,0.3527388572692871
az_front_complex_artificial_far,glass_far,2.2418928,1.135,0.3527388572692871
az_front_complex_artificial_far,clock,2.0832293,1.364,0.3527388572692871
az_front_complex_artificial_far,glass_close,2.2377777,1.12,0.3527388572692871
az_front_complex_artificial_far,cup_close,2.0616145,1.119,0.3527388572692871
az_front_complex_artificial_far,plant,1.8658049,1.223,0.3527388572692871
az_front_complex_artificial_far,bowl_close,2.1163893,1.141,0.3527388572692871
az_front_complex_artificial_far,bottle,1.8014587,1.241,0.3527388572692871
